title,text,create_dttm,link
В Ленобласти открыли первый дом для сирот с инвалидностью,"В Ленинградской области 5 апреля открыли первый дом сопровождаемого проживания для сирот с инвалидностью. Выпускники «Мультицентра социальной и трудовой интеграции» будут проживать в этом здании для того, чтобы время от времени получать необходимую помощь.
 Как сообщили в пресс-службе правительства Ленобласти во вторник, выпускники «Мультицентра социальной и трудовой интеграции» будут жить в 19 квартирах, которые оборудованы всем необходимым. На каждом этаже здания располагается просторная кухня-гостиная.
 Ранее Мойка 78 сообщала о том, что новое общежитие для выпускников Мультицентра открылось в Ленобласти.
Во Всеволожске 5 апреля открыли первый в регионе дом для сирот с инвалидностью. В нем они смогут социализироваться и вовремя получать необходимые социально-медицинские, социально-психологические и правовые услуги.",2022-04-05T16:32,https://moika78.ru/news/2022-04-05/762484-v-lenoblasti-otkryli-pervyj-dom-dlya-sirot-s-invalidnostyu/
В Петербурге выросло число детей-инвалидов и многодетных семей — Митянина,"В Петербурге увеличивается число многодетных семей и детей-инвалидов. При этом рождаемость в городе снижается.
 По словам Митяниной, количество многодетных семей увеличивается преимущественно за счет миграции, как внутри России, так и из-за рубежа.
 Как отмечает Митянина, за время пандемии коронавирусной инфекции в Северной столице существенно увеличилось количество случаев домашнего насилия, бытовых конфликтов и девиантного поведения.
 Ранее Мойка78 сообщала, что следователи СК РФ в Ленобласти возбудили уголовное дело в отношении руководства детского оздоровительного лагеря «Мечта» в Приозерском районе. Причиной стали издевательства над одним из детей со стороны сверстников.
Как отметила во время заседания в Законодательном собрании детский омбудсмен Анна Митянина 6 апреля, к 1 января 2022 года в Петербурге проживало более 900 тыс. детей. При этом рождаемость в городе снижается третий год подряд.
Уполномоченный по правам детей в Петербурге также добавила, что в городе увеличилось число обращений за мерами соцподдержки.",2022-04-06T12:48,https://moika78.ru/news/2022-04-06/762662-v-peterburge-vyroslo-chislo-detej-invalidov-i-mnogodetnyh-semej-mityanina/
Правила меняются: что нужно знать о новом порядке получения инвалидности,"В России на смену упрощенному порядку по подтверждению инвалидности, который был введен на период пандемии, придут новые правила. Обновленный порядок подписал премьер-премьер Михаил Мушустин, говорится на сайте кабмина.
 Пройти медико-социальную экспертизу можно и в дистанционном формате – с помощью интернета с 1 июня 2023 года.
 По обезличенным документам заочная экспертиза будет проводиться уже с 1 января 2024 года. То есть без доступа сотрудников медико-социальной экспертизы к персональным данным.
 Ранее Мойка78 сообщала о возможном изменении использования материнского капитана. В Госдуме предложили разрешать обналичивать средства до 5% на нужды семьи.
Новые правила планируется ввести в три этапа. Россияне для установления инвалидности могут выбрать либо личное посещение медицинской экспертизы, либо заочное, когда документы поступают из медорганизации в бюро медико-социальной экспертизы.",2022-04-07T08:45,https://moika78.ru/news/2022-04-07/762902-pravila-menyayutsya-chto-nuzhno-znat-o-novom-poryadke-polucheniya-invalidnosti/
В квартире в Колпине обнаружили тело школьницы-инвалида,"Полиция в Петербурге расследует обстоятельства загадочной смерти 11-летней школьницы-инвалида в квартире жилого дома на Заводском проспекте в Колпине.
 Родители решили проведать дочь утром 6 апреля. Обнаружив, что девочка не дышит, они вызвали скорую.
 По предварительной информации, семья скончавшейся девочки была полной и благополучной, на учете в отделе по делам несовершеннолетних не состояла.
 Ранее Мойка78 сообщала, что пожилой пассажир скончался на борту самолета, совершавшего рейс Минеральные Воды — Петербург. Скончавшемуся пенсионеру было 83 года.
 По предварительной информации, пенсионер во время полета испытал проблемы с сердцем, более точно детали смерти мужчины изучат специалисты.
Как стало известно Мойке78, тело девочки, обучавшейся на дому из-за инвалидности I группы, обнаружили родители. Прибывшие на место правоохранители не обнаружили каких-либо признаков насильственной смерти.
В настоящий момент тело направили в морг для выяснения причин смерти.",2022-04-07T11:21,https://moika78.ru/news/2022-04-07/762942-v-kvartire-v-kolpine-obnaruzhili-telo-shkolnitsy-invalida/
В России часть пенсионеров и инвалидов получат по 2 тысячи рублей от государства,"Правительство РФ единовременно выплатит неработающим пенсионерам и инвалидам по 2 тысячи рублей с 12 апреля. Зачисление денег будет происходить в несколько этапов.
 Как сообщает издание «PRIMPRESS», на данный момент это постановление поддержали только власти в Тюменской области. Хотя не исключено, что скоро о таких пособиях объявят и в других регионах.
 Важно отметить, что деньги смогут получить только неработающие граждане. Это будут все, кто получает пенсии по старости или по инвалидности от Пенсионного фонда (в том числе дети-инвалиды и инвалиды с детства). Заявления на выплату подавать не нужно, начисления будут проходить автоматически в несколько этапов.
 В апреле вместе с пенсией деньги получат те, у кого средства поступают на банковскую карту или бескарточный банковский счет. А уже в мае разовое пособие доставят по почте.
 Ранее Мока78 сообщала о том, кто сможет получить новую выплату от государства уже в апреле.
Пенсионеры, которые не числятся на каком-либо месте работы, могут претендовать на новую выплату от государства. Они разово получат по 2 тысячи рублей.",2022-04-11T22:19,https://moika78.ru/news/2022-04-11/764017-v-rossii-chast-pensionerov-i-invalidov-poluchat-po-2-tysyachi-rublej-ot-gosudarstva/
Путин подписал закон о сохранении доплат детям-инвалидам  на время подработки,"Президент Владимир Путин подписал закон о сохранении социальной доплаты к пенсии по потере кормильца или инвалидности подросткам при временном трудоустройстве.
 Соответствующий закон опубликован на сайте правовой информации 16 апреля.
 Ранее Мойка78 сообщала о другом законе, подписанном Путиным. Он распространяется на тех, граждан, которые публично сравнивают СССР с нацистской Германией. Теперь за это предусмотрен штраф или арест до 15 суток.
Речь идет о детях-инвалидах и подростках, получающих пенсию по потере кормильца, которые идут работать в свободное от учебы время по направлению центра занятости. Закон также сохраняет социальную доплату к пенсии обучающимся очно до достижения ими 23 лет.",2022-04-16T18:10,https://moika78.ru/news/2022-04-16/765236-putin-podpisal-zakon-o-sohranenii-doplat-detyam-invalidam-na-vremya-podrabotki/
Пенсионерам и инвалидам рассказали о новой выплате с 18 апреля,"Дополнительные выплаты смогут получить российские пенсионеры и инвалиды. Деньги будут начисляться автоматически только в случае отсутствия трудоустройства. И это будет не последняя волна поддержки в апреле.
 При этом размеры доплаты могут быть довольно существенными, но все зависит от региона. Например, в Московской области недавно повысили минимальный размер пенсий для местных жителей. Теперь если выплата по старости меньше 17 тысяч рублей, то дается доплата до этой цифры.
 Ранее Мойка78 сообщала, что российским пенсионерам одобрили выплаты в размере 5 тысяч рублей в 2022 году. Они будут рассчитываться, как единовременное пособие от Пенсионного фонда.
Как стало известно Primpress.ru, дополнительные выплаты с 18 апреля будут поступать тем россиянам, чьи выплаты не доходят до минимального прожиточного минимума, установленного в регионе проживания.",2022-04-17T16:40,https://moika78.ru/news/2022-04-17/765419-pensioneram-i-invalidam-rasskazali-o-novoj-vyplate-s-18-aprelya/
Суд Петербурга обязал районную администрацию дать жилье инвалиду колясочнику,"Ленинский районный суд Петербурга обязал администрацию Адмиралтейского района предоставить жилье для гражданки, которая имеет инвалидность и может передвигаться только на коляске. Ее квартира была признана непригодной.
 Как сообщает объединенная пресс-служба городских судов, специализированное жилое помещение предоставят по договору безвозмездного пользования. Гражданка должна получить его в течение 30 дней.
 Ранее Мойка78 сообщила о том, что США наложили санкции на Новикомбанк из-за связей с Ростехом.
Суд удовлетворил иск прокуратуры района в интересах инвалида второй группы. Жилье, пригодное для проживание колясочника, должны были предоставить администрация Адмиралтейского района и Жилищный комитет Петербурга.",2022-04-27T17:31,https://moika78.ru/news/2022-04-27/768360-sud-peterburga-obyazal-rajonnuyu-administratsiyu-dat-zhile-invalidu-kolyasochniku/
Российские пенсионеры и инвалиды получал по 5 тысяч с 1 мая,"Пенсионеры и инвалиды смогут получить единовременную выплату, начиная с 1 мая. Также на нее могут претендовать некоторые семьи.
 Средства предназначены для двух категорий. Пенсионеры и инвалиды. Также выплата положена семьям, в которых воспитываются дети с любой группой инвалидности, сообщает портал Primpress.
 До этого стало известно, что российские пенсионеры могут получить надбавку в размере 2 тысяч рублей. Для этого они должны предоставить в ПФР справку о том, что воспитывают несовершеннолетних детей или студентов.
 Ранее Мойка78 сообщала, что в отношении банка ВТБ ввели санкции. Теперь он не сможет обслуживать иностранных клиентов.
Выплата, о которой идет речь, региональная. Поддержать малозащищенные слои населения решили в Магаданской области. Деньги в размере 5 тысяч рублей граждане начнут получать с 1 мая.",2022-04-29T21:18,https://moika78.ru/news/2022-04-29/769221-rossijskie-pensionery-i-invalidy-poluchal-po-5-tysyach-s-1-maya/
Петербуржцам напомнили о новых правилах признания инвалидности с 1 июля,"Новые правила признания лица инвалидом вступят в силу с 1 июля. Петербуржцам напомнили о порядке получения соответствующей справки.
 Теперь петербуржцам придется продлевать свою инвалидность спустя полгода. Предыдущее постановление будет действовать до 1 июля включительно. Вместе с этим пенсия по инвалидности будет назначаться гражданам автоматически.
 Напомним, что в конце февраля в Петербурге сняли запрет на проведение профилактических медосмотров и диспансеризацию.
 Ранее Мойка78 сообщала, с 25 апреля в Петербурге отметили часть ковид-ограничений. Они касаются работы общепита. Снимать маски горожанам пока не разрешают.
Соответствующее распоряжение опубликовал комитет по здравоохранению Петербурга. Новые правила утверждены постановлением от 5 мая.
Особый порядок признания инвалидности был введен на фоне пандемии коронавируса. Теперь же, на фоне постепенной отмены ограничительных мер, люди с ограниченными возможностями могут сами обращаться в медицинские учреждения по доковидным правилам.",2022-05-05T13:49,https://moika78.ru/news/2022-05-05/770671-peterburzhtsam-napomnili-o-novyh-pravilah-priznaniya-invalidnosti-s-1-iyulya/
В пожаре на Звенигородской погибли мужчина и женщина с инвалидностью,"В Петербурге 14 мая по время пожара на Звенигородской улице погибло два человека, которые имели инвалидность. Сотрудники МЧС обнаружили тела мужчины и женщины, когда потушили огонь.
 Как сообщает 78.ru, огонь успел охватить 25 квадратных метров, его тушили полтора часа. Из трёхэтажного офисного здания были эвакуированы шесть человек. На месте пожара работали 45 человек личного состава с использованием десяти единиц техники.
 Ранее Мойка78 сообщила о том, что спасатели потушили сильный пожар на Звенигородской.
В Адмиралтейском районе Петербурга мужчина и женщина с инвалидностью погибли из-за пожара. Возгорание началось днем 14 мая, через 13 минут ему был присвоен дополнительный номер 1 БИС.",2022-05-14T23:17,https://moika78.ru/news/2022-05-14/773509-v-pozhare-na-zvenigorodskoj-pogibli-muzhchina-i-zhenshhina-s-invalidnostyu/
"Суд оштрафовал экс-чиновницу, отправившую детей-инвалидов в пансионат с блохами и черной плесенью","Суд вынес постановление по уголовному делу в отношении бывшего руководителя районного отдела образования. Она обвиняется в халатности.
 Согласно данным Объединенной пресс-службы судов, женщине назначили судебный штраф в размере 15 тысяч рублей. Уголовное дело в отношении нее прекращено.
 По версии следствия, в июне 2021 года обвиняемая заключила госконтракт с одной из фирм на оказание услуг по организации отдыха на курортах Краснодарского края детей-инвалидов. При этом экс-чиновница не проверила условия проживания в пансионате «Полярные зори» в Анапе, куда и были выданы путевки.
 В результате 21 ребенок не смог пройти медицинскую реабилитацию и санаторно-курортное лечение.
 Ранее Мойка78 сообщала о задержании африканца, пытавшего попасть на территорию Эстонии через Россию. Конечной остановкой нелегала была Германия.
Когда дети-инвалиды и их сопровождающие заселились в пансионат, оказалось, что в нем царила жуткая обстановка. В ваннах была черная плесень, протекала сантехника. В некоторых помещения обнаружили блох. Также работники столовой отказывались готовить еду детям, находившимся на строгой диете.",2022-05-18T13:28,https://moika78.ru/news/2022-05-18/774638-sud-oshtrafoval-eks-chinovnitsu-otpravivshuyu-detej-invalidov-v-anapskij-pansionat-s-blohami-i-chernoj-plesenyu/
"Посетитель Лувра в инвалидном кресле атаковал «Мону Лизу», после неудачи швырнул в картину торт","Картине «Мона Лиза» в Лувре, музее, расположенном в Париже, досталось этим утром. Мужчина в инвалидном кресле и в женском парике швырнул в полотно тортом.
 Изначально он пытался разбить защитное стекло, но когда атака сорвалась, просто бросил в картину кусок торта. Также в зале, где выставлено полотно, злоумышленник раскидал лепестки роз.
 По неподтвержденным данным, это был экоактивист, который решил привлечь внимание к изменениям климата. Во время задержания он кричал «Подумайте о планете», сообщает Neva.today.
 Ранее Мойка78 сообщала о последствиях смертельной аварии в Петербурге. Водитель ГАЗели скончался после столкновения с самосвалом.
К слову, это не первое нападение на «Мону Лизу». Так, в 2009 году россиянка бросила в картину кружку с чаем. Таким образом, она отреагировала на отказ предоставить ей гражданство Франции.",2022-05-30T10:01,https://moika78.ru/news/2022-05-30/777864-posetitel-luvra-v-invalidnom-kresle-atakoval-monu-lizu-posle-neudachi-shvyrnul-v-kartinu-tort/
В Красноярске мать избивала ребенка-инвалида на камеру и отправляла ролики отцу,"В Красноярске возбудили уголовное дело по факту жестокого обращения матери с полуторагодовалым ребенком-инвалидом. Издевательства женщина снимала на видео и отправляла отцу.
 Видеозаписи обнаружили правоохранительные органы при мониторинге социальных сетей. После этого прокуратура установила местонахождение россиянки, проживающей с двумя малолетними детьми. Она подтвердила, что била ребенка.
 С отцом ребенка-инвалида у матери сложились неприязненные отношения после развода. Что именно она пыталась донести до мужчины, отправляя такие ролики, неизвестно.
 На данный момент прокуратура рассматривает вопрос лишения родительских прав. Детей забрали из дома и поместили в больницу для прохождения обследования.
 Ранее Мойка78 сообщала о заявлении студента из Петербурга, в котором он обвинил своего преподавателя в изнасиловании. Молодой человек утверждает, что находился в это время под гипнозом.
На найденном ролике мать била малыша по телу и нецензурно выражалась. Об этом сообщили в пресс-службе прокуратуры Красноярска.",2022-05-31T16:13,https://moika78.ru/news/2022-05-31/778380-v-krasnoyarske-mat-izbivala-rebenka-invalida-na-kameru-i-otpravlyala-roliki-ottsu/
В Петербурге открыли новый Центр поддерживаемого проживания для инвалидов,"В жилом комплексе «Цветной город» в Красногвардейском районе Санкт-Петербурга 14 июня состоялось торжественное открытие Центра поддерживаемого проживания, предназначенного для размещения взрослых людей с инвалидностью. 
 Новое трехэтажное здание спроектировано, построено и оборудовано ведущим строительным холдингом Северо-Запада — «Группой ЛСР», и передано Санкт-Петербургской ассоциации общественных объединений родителей детей-инвалидов «ГАООРДИ» в пользование на безвозмездной основе.
 В церемонии открытия приняли участие вице-губернатор Санкт-Петербурга Олег Эргашев, президент ассоциации «ГАООРДИ» Маргарита Урманчеева, генеральный директор «Группы ЛСР» Андрей Молчанов и другие официальные лица.
 — Это очень значимый и уникальный проект, реализованный благодаря совместной работе власти, некоммерческих структур и социально ответственного бизнеса, — отметил Олег Эргашев в приветственной речи.
 Вице-губернатор выразил Андрею Молчанову благодарность от правительства Петербурга за реализуемую политику благотворительности.
 — Мы делаем то, что позволяет людям с ограниченными возможностями жить лучше, — подчеркнул Андрей Молчанов. — Общая задача — не останавливаться, пока данная проблема в нашем регионе не будет решена.
 Президент ассоциации «ГАООРДИ» Маргарита Урманчеева поблагодарила Андрея Молчанова за активное участие в благотворительных проектах.
 — Очень рада, что мы нашли друг друга, — подытожила Маргарита Урманчеева,
 Центр позволяет принимать на временное проживание совершеннолетних людей с тяжелыми нарушениями интеллектуального и физического развития. Благодаря такому дому родители совершеннолетних людей с тяжелыми нарушениями развития могут доверить заботу и уход за своим взрослым ребенком квалифицированным специалистам на необходимый срок, тем самым получив время на отдых, лечение, или решение неотложных дел.
",2022-06-15T12:56,https://moika78.ru/news/2022-06-15/782867-v-peterburge-otkryli-novyj-tsentr-podderzhivaemogo-prozhivaniya-dlya-invalidov/
В Молодежном людей с инвалидностью отказываются выпускать из центра реабилитации,"Уполномоченный по правам человека в Петербурге Светлана Агапитова посетила Центр социальной реабилитации инвалидов трудоспособного возраста в Молодежном.
 Как сообщается на сайте уполномоченного по правам человека в Петербурге, 43 из 97 подопечных являются дееспособными, но центр трудоустроил за шесть лет только шесть человек и семь выпустил в свободное плавание. В центре не созданы тренировочные квартиры и мастерские, на кухнях и в теплицах никаких следов деятельности нет.
 Ранее Мойка78 сообщила о том, что уполномоченный по правам человека Агапитова намерена защищать петербуржцев с орфанными заболеваниями.
Светлана Агапитова узнала, что в центре не отменили коронавирусные ограничения, поэтому подопечных отказываются выпускать за ворота. Уполномоченный не застала директора реабилитационного центра, так как она оказалась в отпуске.",2022-06-21T22:44,https://moika78.ru/news/2022-06-21/784978-v-molodezhnom-lyudej-s-invalidnostyu-otkazyvayutsya-vypuskat-iz-tsentra-reabilitatsii/
В Тихвине двое рецидивистов отобрали у инвалида сумки с продуктами,"В Тихвине двое неизвестных ограбили инвалида 3 группы, отобрав у него сумки с продуктами.
 Как стало известно Мойке78, инцидент произошел 25 июня у дома №44-200 по улице Машиностроителей в Тихвине. Двое неизвестных мужчин подошли к 38-летнему инвалиду 3 группы и, применив физическую силу, отобрали у него сумки с продуктами и женскую куртку. Общая сумма ущерба составила 3 759 рублей. По факту было возбуждено уголовное дело.
 Ранее Мойка78 сообщала о задержании банды, пытавшейся ограбить магазин в Ленобласти. Четверых уроженцев Туркменистана поймали с поличным.
В ходе оперативно-розыскных мероприятий полицейские задержали двух подозреваемых в совершении данного преступления. Ими оказались ранее судимые 45 и 35-летние мужчины. Они были помещены в ИВС.",2022-06-26T12:01,https://moika78.ru/news/2022-06-26/786663-v-tihvine-dvoe-retsidivistov-otobrali-u-invalida-sumki-s-produktami/
Дочь-инвалид вонзила нож в своего 84-летнего отца в Павловске,"В Пушкинском районе Петербурге дочь-инвалид вонзила нож в грудь 84-летнему отцу.
 Как стало известно Мойке78, инцидент произошел 27 июня в Павловске. Сотрудники полиции прибыли в квартиру по улице Пионерская в поселок Динамо. На месте они обнаружили пенсионера с ножом в груди. Он был госпитализирован в НИИ Скорой помощи.
 Врачи диагностировали у пожилого мужчины тяжелые травмы головы, травматический шок 1 степени и проникающее ранение груди. По факту было возбуждено уголовное дело.
 Ранее Мойка78 сообщала о конфликте между мигрантами на Планерной улице в Приморском районе. Выяснение отношений для одного из них закончилось ножевым ранением в живот.
Там же по подозрению в преступлении полицейские задержали дочь пострадавшего. Ею оказалась инвалид 2 группы (шизофрения). По неизвестным причинам 51-летняя женщина избила отца, а после вонзила ему в грудь нож.",2022-06-28T10:10,https://moika78.ru/news/2022-06-28/787169-doch-invalid-vonzila-nozh-v-svoego-84-letnego-ottsa-v-pavlovske/
"Крупные петербургские компании обязали выделять квоту в 2,5 процента от рабочих мест для трудоустройства инвалидов","В Петербурге вносят изменения в закон о квотах для трудоустройства инвалидов. В городе зарегистрировано более 500 тысяч горожан с инвалидностью.
 Как сообщила пресс-служба Смольного, квота устанавливается в отношении филиалов и представительств работодателя, расположенных в Петербурге. Выполнением квоты будет считаться трудоустройство горожан, имеющих инвалидность.
 Ранее Мойка78 сообщила о том, что ТЭК проведет испытания в пяти районах Петербурга с 11 по 15 июля.
Городские организации, в которых работают больше 100 человек, выделять квоту в 2,5 процента от рабочих мест для трудоустройства инвалидов. При этом, компания должна иметь регистрацию в Петербурге.",2022-07-11T12:33,https://moika78.ru/news/2022-07-11/790942-krupnye-peterburgskie-kompanii-obyazali-vydelyat-kvotu-v-2-5-protsenta-ot-rabochih-mest-dlya-trudoustrojstva-invalidov/
В Ленобласти женщина обвинила пьяного мужа в изнасиловании падчерицы-инвалида,"Жительница Бокситогорского района Ленобласти обратилась в полицию, заявив, что ее 43-летний муж вернулся пьяным домой, изнасиловал 18-летнюю падчерицу-инвалида и сбежал. Следователи СК проводят проверку.
 Мужчина схватил ее и изнасиловал, после чего сбежал. Через некоторое время в квартиру вернулась жена подозреваемого и дочь рассказала ей о случившемся.
 Она обратилась в полицию и через несколько часов правоохранители задержали пьяного подозреваемого. Его поместили в изолятор, в настоящий момент следователи СК РФ проводят проверку. Решается вопрос о возбуждении уголовного дела.
 Ранее Мойка78 сообщала, что в Петербурге на Елагином острове иностранец, приехавший в город на заработки, напал на петербурженку и изнасиловал ее.
Как стало известно Мойке78, все случилось вечером 13 июля. Мужчина, как утверждает его супруга, вернулся домой пьяным. В этот момент в квартире была его 18-летняя падчерица-инвалид 2 группы.",2022-07-14T13:00,https://moika78.ru/news/2022-07-14/791797-v-lenoblasti-zhenshhina-obvinila-pyanogo-muzha-v-iznasilovanii-padcheritsy-invalida/
"Сотрудник МГУ Осокин придумал шагающее колесо, подходящее для инвалидных колясок","Сотрудник МГУ Алексей Осокин придумал и запатентовал инвалидную коляску, которая умеет шагать. Колесо так же подходит для транспорта.
 Как сообщила пресс-служба МГУ, в первую очередь изобретение подходит для вездеходов и инвалидных колясок, потому что пандусы не везде можно установить. Пока что неизвестно, будет ли серийное производство изобретения.
 Ранее Мойка78 сообщила о том, что генные инженеры смогли на расстоянии заставлять муху расправлять крылья.
Алексей Осокин придумал гибридный движитель, который позволяет колесу и катиться, и шагать. Механизм способен преодолевать препятствия и взбираться по лестницам, но и может быстро перемещаться по ровной поверхности.",2022-07-23T23:30,https://moika78.ru/news/2022-07-23/794366-sotrudnik-mgu-osokin-pridumal-shagayushhee-koleso-podhodyashhee-dlya-invalidnyh-kolyasok/
ПФР с 19 августа начнет перечислять выплаты для людей с инвалидностью,"Пенсионный фонд России с 19 августа начнет зачислять на банковские карты социальные выплаты. Они были намечены на 21 августа, но оно выпало на воскресенье, поэтому деньги будут зачислены в пятницу.
 Как сообщил PRIMPRESS, повышенная выплата приходит тем инвалидам второй группы, которые успели минимум 15 лет поработать в условиях Крайнего Севера.
 Ранее Мойка78 сообщила о том, что в России родители недавно родившихся детей получат по 20 тысяч рублей.
Некоторым россиянам 19 августа начнут приходить пенсии по инвалидности. Для тех, кто в первой группе, выплата составляет около 14 тысяч рублей, для второй — семь тысяч рублей.",2022-08-18T00:58,https://moika78.ru/news/2022-08-18/799981-pfr-s-19-avgusta-nachnet-perechislyat-vyplaty-dlya-lyudej-s-invalidnostyu/
"Глава СК Бастрыкин взял на контроль дело няни, потянувшей ребенка-инвалида за волосы в Петербурге","Следственный комитет начал доследственную проверку по факту информации, попавшей в сеть. На опубликованном в СМИ ролике видно, как женщина оттаскала за волосы ребенка-инвалида на одной из детских площадок в Петербурге.
 По указанному факту организована проверка, сообщили в пресс-службе Следственного комитета России.
 Ряд СМИ сообщал, что инцидент случился с двухлетней девочкой. Мать воспитывает ребенка одна, и ей потребовалось срочно отлучиться по делам. Она обратилась за помощью к социальной няне, чтобы та приглядела за малышом.
 В результате на няню была написана жалоба. Свои действия она объяснила тем, что это был «единственный выход» из ситуации. Известно, что женщина  имеет восьмилетний стаж работы по уходу за детьми-инвалидами.
 Ранее Мойка78 сообщала о задержании пенсионера-хулигана, распугавшего прохожих в Пушкине стрельбой. В полицию обратилась женщина, едва не пострадавшая от выходки стрелка.
Мать пострадавшей девочки сообщила, что решила проследить, как няня будет гулять с ребенком и увидела, как та тащит малышку за волосы после отказал выполнять ее требования. Девочка не согласилась выходить из вагончика с качающимися ступеньками.",2022-08-27T14:56,https://moika78.ru/news/2022-08-27/802402-glava-sk-bastrykin-vzyal-na-kontrol-delo-nyani-potyanuvshej-rebenka-invalida-za-volosy-v-peterburge/
"СК опубликовал видео извинений петербуржца перед инвалидом, оставленном без телефона","В Петербурге задержали мужчину по делу о нападении на инвалида в Невском районе. Злоумышленника оперативно вычислили, интерес к этой истории проявил глава СК России Александра Бастрыкина.
 В пресс-службе ГСУ СК России по Петербургу сообщили, что обидчик петербуржца с инвалидностью уже успел заработать судимость. За какой проступок, не сообщается, но на этот раз ему предъявили обвинение в разбойном нападении.
 Удалось задержать злодея 31 августа. На записи, которую опубликовали следователи, задержанный извинился за свой поступок.
 Ранее Мойка78 сообщала о задержании в Пулково пассажира из США. Мужчина привез с собой леденцы с наркотиками. Также в его багаже были обнаружены капсулы с другим запрещенным веществом.
По версии следствия,  утром, 26 августа, из домов по улице Коллонтай злоумышленник, угрожая ножом, напал на знакомого 29-летнего парня с инвалидностью 3 группы. Напугав потерпевшего, он скрылся с его мобильным.",2022-09-01T14:33,https://moika78.ru/news/2022-09-01/803940-napavshego-na-invalida-v-peterburge-zlodeya-zaderzhali-i-zastavili-izvinitsya/
